"tick","DeliveryRatio"
101.0,0.916111111111111
103.0,0.8861111111111113
105.0,0.8750000000000001
107.0,0.9355555555555557
109.0,0.9072222222222223
111.0,0.9277777777777776
113.0,0.9200000000000002
115.0,0.8938888888888891
117.0,0.9694444444444444
119.0,0.8722222222222221
121.0,0.8861111111111113
123.0,0.8566666666666668
125.0,1.0111111111111113
127.0,0.9066666666666667
129.0,0.9694444444444444
131.0,0.8866666666666666
133.0,0.9394444444444444
135.0,0.866111111111111
137.0,0.9977777777777775
139.0,0.8866666666666669
141.0,0.8866666666666669
143.0,0.9927777777777776
145.0,0.8844444444444444
147.0,0.9055555555555554
149.0,0.9483333333333333
151.0,0.933888888888889
153.0,0.875
155.0,0.8894444444444444
157.0,0.9727777777777777
159.0,0.9227777777777779
161.0,0.9250000000000003
163.0,0.9277777777777778
165.0,0.9094444444444445
167.0,0.8977777777777778
169.0,0.970555555555556
171.0,0.9583333333333331
173.0,0.9316666666666664
175.0,0.9244444444444443
177.0,0.9622222222222223
179.0,0.9333333333333335
181.0,0.8955555555555554
183.0,0.8555555555555554
185.0,0.8988888888888885
187.0,0.8644444444444443
189.0,0.913888888888889
191.0,0.9538888888888889
193.0,0.9538888888888888
195.0,0.9266666666666664
197.0,0.9061111111111112
199.0,0.9894444444444442
201.0,0.8561111111111109
203.0,0.876111111111111
205.0,0.8161111111111109
207.0,0.891111111111111
209.0,1.0022222222222221
211.0,1.0211111111111113
213.0,0.9305555555555555
215.0,0.9316666666666668
217.0,0.9294444444444445
219.0,0.8961111111111113
221.0,0.8938888888888891
223.0,0.9377777777777777
225.0,0.8861111111111111
227.0,0.8855555555555554
229.0,0.9166666666666665
231.0,0.9766666666666663
233.0,0.9116666666666668
235.0,0.8927777777777779
237.0,0.903888888888889
239.0,0.8327777777777777
241.0,0.9688888888888888
243.0,0.9766666666666666
245.0,0.9616666666666663
247.0,0.8938888888888888
249.0,0.8927777777777776
251.0,0.9327777777777777
253.0,0.9099999999999999
255.0,0.8705555555555554
257.0,0.9522222222222224
259.0,0.886111111111111
261.0,0.935
263.0,1.0005555555555559
265.0,0.9466666666666669
267.0,0.8649999999999997
269.0,0.8672222222222222
271.0,0.8744444444444446
273.0,0.8161111111111111
275.0,0.8927777777777777
277.0,0.9366666666666666
279.0,0.9249999999999998
281.0,0.9916666666666667
283.0,0.8961111111111111
285.0,0.9044444444444445
287.0,0.9038888888888887
289.0,0.8288888888888891
291.0,0.923888888888889
293.0,0.9516666666666668
295.0,0.9655555555555555
297.0,0.9700000000000003
299.0,0.8655555555555556
301.0,0.9066666666666666
303.0,0.8838888888888886
305.0,0.9838888888888888
307.0,0.9777777777777776
309.0,0.9077777777777779
311.0,1.015555555555556
313.0,0.8349999999999997
315.0,0.9516666666666667
317.0,0.9161111111111114
319.0,0.8861111111111112
321.0,0.8688888888888889
323.0,0.9255555555555555
325.0,0.9766666666666669
327.0,0.9261111111111111
329.0,1.032222222222222
331.0,0.8661111111111112
333.0,0.8727777777777778
335.0,0.9466666666666667
337.0,0.8855555555555555
339.0,0.8266666666666667
341.0,0.9072222222222222
343.0,0.9438888888888888
345.0,0.883888888888889
347.0,1.0050000000000001
349.0,0.9327777777777778
351.0,0.8422222222222224
353.0,0.8755555555555554
355.0,0.9294444444444446
357.0,0.9416666666666667
359.0,0.9211111111111111
361.0,0.9449999999999998
363.0,0.903888888888889
365.0,0.9950000000000001
367.0,0.8788888888888889
369.0,0.937222222222222
371.0,0.9655555555555556
373.0,0.9716666666666668
375.0,0.9038888888888889
377.0,0.8977777777777776
379.0,0.8566666666666668
381.0,0.9427777777777775
383.0,0.9622222222222221
385.0,0.9555555555555554
387.0,0.913333333333333
389.0,0.9438888888888893
391.0,0.8961111111111112
393.0,0.8405555555555555
395.0,0.9194444444444444
397.0,0.9427777777777777
399.0,1.0138888888888893
401.0,0.9844444444444442
403.0,0.9255555555555558
405.0,0.9438888888888884
407.0,0.8377777777777778
409.0,0.8577777777777779
411.0,0.9472222222222222
413.0,0.9744444444444447
415.0,0.9255555555555555
417.0,0.8683333333333333
419.0,0.8666666666666666
421.0,0.912777777777778
423.0,0.9777777777777776
425.0,0.9866666666666668
427.0,0.9255555555555555
429.0,0.8827777777777778
431.0,0.8933333333333335
433.0,0.9261111111111111
435.0,0.9572222222222222
437.0,0.9438888888888887
439.0,0.9072222222222222
441.0,0.9144444444444447
443.0,1.0138888888888895
445.0,0.8844444444444444
447.0,0.9122222222222222
449.0,0.9199999999999999
451.0,0.8533333333333333
453.0,0.8616666666666666
455.0,0.937777777777778
457.0,0.9361111111111111
459.0,0.9294444444444445
461.0,0.9694444444444446
463.0,0.8738888888888888
465.0,0.8838888888888888
467.0,0.9472222222222221
469.0,0.9266666666666663
471.0,0.9566666666666669
473.0,0.995
475.0,0.9127777777777776
477.0,0.9638888888888888
479.0,0.9116666666666664
481.0,0.9072222222222219
483.0,0.8644444444444445
485.0,0.9488888888888889
487.0,0.8694444444444445
489.0,0.9422222222222221
491.0,0.9444444444444442
493.0,0.8750000000000002
495.0,0.8883333333333334
497.0,0.9872222222222222
499.0,0.96
501.0,0.901666666666667
503.0,0.9500000000000002
505.0,0.9444444444444444
507.0,0.9888888888888893
509.0,0.9794444444444443
511.0,0.8355555555555555
513.0,0.8722222222222226
515.0,0.941111111111111
517.0,0.836111111111111
519.0,0.9038888888888892
521.0,0.9322222222222222
523.0,0.925
525.0,0.9311111111111111
527.0,1.008888888888889
529.0,1.0
531.0,0.9116666666666666
533.0,0.9416666666666665
535.0,0.9655555555555557
537.0,0.9199999999999999
539.0,0.931111111111111
541.0,0.9194444444444445
543.0,0.9027777777777776
545.0,0.9655555555555556
547.0,0.8927777777777777
549.0,0.9244444444444445
551.0,0.9127777777777779
553.0,0.94
555.0,0.9205555555555557
557.0,0.9155555555555556
559.0,0.8966666666666665
561.0,0.945
563.0,0.9499999999999998
565.0,0.9105555555555553
567.0,0.9283333333333333
569.0,0.9788888888888889
571.0,0.8905555555555555
573.0,0.8550000000000001
575.0,0.8166666666666667
577.0,0.8955555555555555
579.0,0.9377777777777778
581.0,0.9561111111111115
583.0,0.9138888888888891
585.0,0.9955555555555556
587.0,0.902222222222222
589.0,0.8800000000000002
591.0,0.873888888888889
593.0,0.9211111111111111
595.0,0.9627777777777778
597.0,0.9333333333333335
599.0,0.9533333333333334
601.0,1.0
603.0,0.8844444444444445
605.0,0.9505555555555558
607.0,0.8672222222222223
609.0,0.9694444444444444
611.0,0.9533333333333336
613.0,0.9088888888888891
615.0,0.9572222222222222
617.0,0.9099999999999998
619.0,0.8583333333333333
621.0,0.8783333333333332
623.0,0.9311111111111111
625.0,0.95
627.0,0.9216666666666665
629.0,0.9405555555555555
631.0,0.9500000000000003
633.0,0.8961111111111111
635.0,0.8683333333333332
637.0,0.9499999999999996
639.0,0.9644444444444444
641.0,0.9216666666666666
643.0,0.8983333333333331
645.0,0.9205555555555558
647.0,0.9899999999999998
649.0,0.9605555555555558
651.0,0.8888888888888891
653.0,0.9305555555555555
655.0,0.9177777777777779
657.0,0.9344444444444444
659.0,0.9177777777777778
661.0,0.9788888888888885
663.0,0.9327777777777779
665.0,0.9438888888888891
667.0,0.8777777777777778
669.0,0.9333333333333333
671.0,0.9316666666666665
673.0,0.8749999999999999
675.0,0.9766666666666667
677.0,0.9049999999999999
679.0,0.8844444444444445
681.0,0.962222222222222
683.0,0.9149999999999998
685.0,0.9272222222222223
687.0,0.9244444444444444
689.0,0.8433333333333332
691.0,0.9477777777777776
693.0,1.0411111111111113
695.0,0.9561111111111112
697.0,0.9611111111111114
699.0,0.8283333333333335
701.0,0.9905555555555554
703.0,0.8972222222222223
705.0,0.8844444444444446
707.0,0.9550000000000001
709.0,0.9138888888888888
711.0,0.8777777777777775
713.0,0.9633333333333337
715.0,0.8927777777777776
717.0,0.8550000000000001
719.0,0.8866666666666667
721.0,1.0094444444444444
723.0,0.9311111111111112
725.0,0.9716666666666669
727.0,0.9266666666666667
729.0,0.9083333333333332
731.0,0.903888888888889
733.0,0.9111111111111113
735.0,0.9427777777777778
737.0,0.8850000000000001
739.0,0.9299999999999999
741.0,0.9161111111111111
743.0,0.9011111111111111
